systemd-sysvcompat 260-1
taglib 2.2.1-1
talloc 2.4.4-1
tar 1.35-2
tdb 1.4.15-1
tecla 49.0-1
tevent 1:0.17.1-2
texinfo 7.2-1
tinysparql 3.10.1-2
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-2
tpm2-tss 4.1.3-1
tree-sitter 0.25.10-3
tree-sitter-c 0.24.1-1
tree-sitter-cli 0.25.10-3
tree-sitter-lua 0.5.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.8.1-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-cascadia-code-nerd 3.4.0-2
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
twolame 0.4.0-4
tzdata 2026a-1
uchardet 0.0.8-4
udisks2 2.11.1-2
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.1-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
util-linux 2.41.3-2
util-linux-libs 2.41.3-2
v4l-utils 1.32.0-2
vapoursynth 73-2
vid.stab 1.1.1-2
vim 9.2.0204-1
vim-runtime 9.2.0204-1
visual-studio-code-bin 1.112.0-1
vlc 3.0.21-32
vlc-cli 3.0.21-32
vlc-gui-qt 3.0.21-32
vlc-plugin-a52dec 3.0.21-32
vlc-plugin-aalib 3.0.21-32
vlc-plugin-alsa 3.0.21-32
vlc-plugin-aom 3.0.21-32
vlc-plugin-archive 3.0.21-32
vlc-plugin-aribb24 3.0.21-32
vlc-plugin-aribb25 3.0.21-32
vlc-plugin-ass 3.0.21-32
vlc-plugin-avahi 3.0.21-32
vlc-plugin-bluray 3.0.21-32
vlc-plugin-caca 3.0.21-32
vlc-plugin-cddb 3.0.21-32
vlc-plugin-chromecast 3.0.21-32
vlc-plugin-dav1d 3.0.21-32
vlc-plugin-dbus 3.0.21-32
vlc-plugin-dbus-screensaver 3.0.21-32
vlc-plugin-dca 3.0.21-32
vlc-plugin-dvb 3.0.21-32
vlc-plugin-dvd 3.0.21-32
vlc-plugin-faad2 3.0.21-32
vlc-plugin-ffmpeg 3.0.21-32
vlc-plugin-firewire 3.0.21-32
vlc-plugin-flac 3.0.21-32
vlc-plugin-fluidsynth 3.0.21-32
vlc-plugin-freetype 3.0.21-32
vlc-plugin-gme 3.0.21-32
vlc-plugin-gnutls 3.0.21-32
vlc-plugin-gstreamer 3.0.21-32
vlc-plugin-inflate 3.0.21-32
vlc-plugin-jack 3.0.21-32
vlc-plugin-journal 3.0.21-32
vlc-plugin-jpeg 3.0.21-32
vlc-plugin-kate 3.0.21-32
vlc-plugin-kwallet 3.0.21-32
vlc-plugin-libsecret 3.0.21-32
vlc-plugin-lirc 3.0.21-32
vlc-plugin-live555 3.0.21-32
vlc-plugin-lua 3.0.21-32
vlc-plugin-mad 3.0.21-32
vlc-plugin-matroska 3.0.21-32
vlc-plugin-mdns 3.0.21-32
vlc-plugin-modplug 3.0.21-32
vlc-plugin-mpeg2 3.0.21-32
vlc-plugin-mpg123 3.0.21-32
vlc-plugin-mtp 3.0.21-32
vlc-plugin-musepack 3.0.21-32
vlc-plugin-nfs 3.0.21-32
vlc-plugin-notify 3.0.21-32
vlc-plugin-ogg 3.0.21-32
vlc-plugin-opus 3.0.21-32
vlc-plugin-png 3.0.21-32
vlc-plugin-pulse 3.0.21-32
vlc-plugin-quicksync 3.0.21-32
vlc-plugin-samplerate 3.0.21-32
vlc-plugin-sdl 3.0.21-32
vlc-plugin-sftp 3.0.21-32
vlc-plugin-shout 3.0.21-32
vlc-plugin-smb 3.0.21-32
vlc-plugin-soxr 3.0.21-32
vlc-plugin-speex 3.0.21-32
vlc-plugin-srt 3.0.21-32
vlc-plugin-svg 3.0.21-32
vlc-plugin-tag 3.0.21-32
vlc-plugin-theora 3.0.21-32
vlc-plugin-twolame 3.0.21-32
vlc-plugin-udev 3.0.21-32
vlc-plugin-upnp 3.0.21-32
vlc-plugin-vorbis 3.0.21-32
vlc-plugin-vpx 3.0.21-32
vlc-plugin-x264 3.0.21-32
vlc-plugin-x265 3.0.21-32
vlc-plugin-xml 3.0.21-32
vlc-plugin-zvbi 3.0.21-32
vlc-plugins-all 3.0.21-32
vlc-plugins-base 3.0.21-32
vlc-plugins-extra 3.0.21-32
vlc-plugins-video-output 3.0.21-32
vlc-plugins-visualization 3.0.21-32
vmaf 3.0.0-2
volume_key 0.3.12-12
vpnc 1:0.5.3.r539.r239-1
vte-common 0.82.3-1
vte4 0.82.3-1
vulkan-icd-loader 1.4.341.0-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.24.0-1
wayland-protocols 1.47-1
webkit2gtk-4.1 2.50.6-1
webkitgtk-6.0 2.50.6-1
webrtc-audio-processing-1 1.3-5
wev 1.1.0-1
which 2.23-1
wildmidi 0.4.6-1
wireguard-tools 1.0.20260223-1
wireplumber 0.5.13-1
wl-clipboard 1:2.2.1-3
woff2 1.0.2-6
woff2-font-awesome 7.2.0-1
wofi 1.5.3-1
wpa_supplicant 2:2.11-5
wsdd 0.9-2
wxwidgets-common 3.2.10-1
wxwidgets-gtk3 3.2.10-1
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gnome 49.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-3
xdg-user-dirs 0.19-2
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.47-1
xmlsec 1.3.9-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.5-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xwayland 24.1.9-1
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.2-1
yay 12.5.7-1
yay-debug 12.5.7-1
yazi 26.1.22-2
yelp 49.0-1
yelp-xsl 49.0-1
zbar 0.23.93-5
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-1
zip 3.0-11
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoom 6.7.5-1
zotero-bin 8.0.4-1
zotero-bin-debug 8.0.4-1
zoxide 0.9.9-2
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
